system:index,dsnr,dur,mag,preval,rate,yod,.geo
22,2.8095154762268066,3.0,239.12069702148438,463.17828369140625,79.70689392089844,1991,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.70415933205291,16.661432817699055]}"
23,3.8668973445892334,3.0,346.7460632324219,547.4396362304688,115.58202362060547,1991,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.70305125089435,16.659771227522274]}"
24,5.860416889190674,3.0,332.126220703125,546.4805908203125,110.70874786376953,1991,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.70426647111205,16.7118125895077]}"
25,3.8026247024536133,3.0,232.6637420654297,562.1202392578125,77.55458068847656,1991,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.69653276191286,16.66705951015615]}"
26,2.377354145050049,3.0,267.6806335449219,532.0935668945312,89.22687530517578,1991,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.70359687404225,16.65948859525145]}"
27,5.709071159362793,3.0,371.5138854980469,559.1002197265625,123.83796691894531,1991,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.69817395836084,16.666768427299107]}"
28,4.084822654724121,3.0,351.6851501464844,565.2689819335938,117.22838592529297,1991,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.70639247521716,16.666982743316666]}"
29,3.3510453701019287,3.0,300.33392333984375,588.4393310546875,100.11131286621094,1991,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.70639036485031,16.666704393030667]}"
30,2.8783719539642334,3.0,367.8560791015625,541.3648681640625,122.61869812011719,1991,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.70689800421229,16.661411390863183]}"
31,3.990290641784668,3.0,400.21929931640625,612.4782104492188,133.40643310546875,1991,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.68104387754389,16.646578415013035]}"
32,4.28137731552124,3.0,354.7837219238281,507.8689880371094,118.26124572753906,1991,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.70908682425336,16.66111584366596]}"
33,4.380512237548828,3.0,240.14010620117188,351.4821472167969,80.04669952392578,1991,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.69431258594936,16.66317951560682]}"
34,3.379958152770996,3.0,344.7332763671875,591.9691772460938,114.91109466552734,1991,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.01504658969591,16.63740260668025]}"
35,2.7191505432128906,3.0,357.755859375,526.7730712890625,119.251953125,1991,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.70826522499898,16.66112229547087]}"
36,5.135735988616943,3.0,364.34600830078125,561.1099243164062,121.44866180419922,1991,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.01476991519324,16.637127153225933]}"
37,2.5448663234710693,3.0,252.1414031982422,564.1077880859375,84.04713439941406,1991,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.70584049570803,16.666430330682527]}"
38,11.199953079223633,3.0,324.7876281738281,482.7305908203125,108.26253509521484,1991,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.70004922728921,16.661186472568872]}"
39,4.818325519561768,3.0,289.2868957519531,473.4378662109375,96.42896270751953,1991,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.60126902891477,16.809096750986328]}"
40,4.399515628814697,3.0,273.7199401855469,426.07684326171875,91.23997497558594,1991,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.69377107972383,16.664018805009277]}"
41,3.998685836791992,3.0,359.31903076171875,528.2474365234375,119.77300262451172,1991,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.70908894118763,16.6613941998014]}"
42,3.859365463256836,3.0,358.33416748046875,577.528076171875,119.44471740722656,1991,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.70556872462285,16.666710824354308]}"
43,4.156569957733154,3.0,321.4931335449219,539.8848876953125,107.16437530517578,1991,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.70855178505867,16.66279027799683]}"
44,4.922520637512207,3.0,341.9041748046875,525.704833984375,113.96806335449219,1991,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.70800404405938,16.66279457717031]}"
45,4.547979831695557,3.0,384.8133850097656,550.669189453125,128.27113342285156,1991,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.70359897736155,16.659766953212127]}"
46,5.522308826446533,3.0,369.617919921875,549.653564453125,123.20597839355469,1991,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.70332301149145,16.659490732747916]}"
47,5.570183277130127,3.0,407.83209228515625,525.9926147460938,135.94403076171875,1991,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.70004294363359,16.660351402097692]}"
48,6.225807189941406,3.0,237.26792907714844,436.067138671875,79.08930969238281,1991,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.60129501035469,16.810765791529136]}"
49,8.356008529663086,3.0,409.612548828125,562.2335205078125,136.5375213623047,1991,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.69735231719841,16.666774796629834]}"
50,4.768675804138184,3.0,389.9292907714844,542.6294555664062,129.97642517089844,1991,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.70881295784571,16.6611179949564]}"
51,4.058570384979248,3.0,313.2633056640625,554.8740234375,104.42110443115234,1991,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.68048598496645,16.645190711468686]}"
52,6.990156650543213,3.0,385.4608154296875,528.5625610351562,128.4869384765625,1991,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.70004503817508,16.66062975921547]}"
53,3.606466770172119,3.0,297.46014404296875,467.2550048828125,99.15338134765625,1991,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.7082736846673,16.662235718285075]}"
54,6.658437728881836,3.0,342.051513671875,548.780517578125,114.01717376708984,1991,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.7050947650198,16.712641076486943]}"
55,6.263808727264404,3.0,405.7001037597656,604.4970703125,135.23336791992188,1991,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.68022033763003,16.64630628324252]}"
56,6.685009956359863,3.0,339.85675048828125,529.4361572265625,113.28558349609375,1991,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.69949940056885,16.660912372465056]}"
