system:index,dsnr,dur,mag,preval,rate,yod,.geo
376,4.880618095397949,1.0,207.2760009765625,464.108642578125,207.2760009765625,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.00983682878773,13.343445007555857]}"
377,7.139084815979004,1.0,269.2652282714844,505.2336120605469,269.2652282714844,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.9259509562009,16.655577103030392]}"
378,4.553072452545166,1.0,242.6834716796875,604.0955810546875,242.6834716796875,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.16583636377138,13.255472021239246]}"
379,4.154503345489502,1.0,378.2046203613281,719.2982177734375,378.2046203613281,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.78660317279365,16.26544515004309]}"
380,5.649316310882568,1.0,444.05279541015625,650.9764404296875,444.05279541015625,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.3976950812512,16.493258959967925]}"
381,3.005711555480957,1.0,206.92129516601562,484.0413818359375,206.92129516601562,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.25970640569889,13.161672931079986]}"
382,3.567272424697876,1.0,344.0040588378906,650.1112060546875,344.0040588378906,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.67551296527783,16.564204668332007]}"
383,4.578274250030518,1.0,274.45770263671875,700.2698364257812,274.45770263671875,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.82129224338773,16.300545842374056]}"
384,4.8191423416137695,1.0,359.8654479980469,572.0908813476562,359.8654479980469,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.28787293940808,12.984865149343102]}"
385,2.186767578125,1.0,219.79022216796875,424.1645202636719,219.79022216796875,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38164432372349,15.176218381563679]}"
386,3.489729881286621,1.0,266.7341613769531,519.7301635742188,266.7341613769531,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.74024601566961,16.297923947673347]}"
387,2.2211644649505615,1.0,346.4995422363281,662.209716796875,346.4995422363281,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.68917485804012,16.19618587701854]}"
388,3.2321743965148926,1.0,375.630615234375,528.5390625,375.630615234375,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.99188300870804,15.943773791343542]}"
389,5.644869327545166,1.0,235.5106658935547,536.45263671875,235.5106658935547,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.2563624406789,13.043909492355349]}"
390,2.8002822399139404,1.0,222.41078186035156,470.703125,222.41078186035156,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.97936014466161,13.233922560157454]}"
391,3.034813642501831,1.0,227.78773498535156,663.5126953125,227.78773498535156,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.64091576339592,16.233980910220332]}"
392,4.316145420074463,3.0,435.7040710449219,586.22607421875,145.23468017578125,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.27212472262092,15.784631168348513]}"
393,7.316871643066406,1.0,319.8739318847656,746.3059692382812,319.8739318847656,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.63301307615396,15.283401814115972]}"
394,10.59914493560791,3.0,300.0702209472656,354.1808166503906,100.02340698242188,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.8457352404299,12.904017626985588]}"
395,5.660696983337402,1.0,437.6833190917969,640.8120727539062,437.6833190917969,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.0858654860782,16.32768746600386]}"
396,6.82061767578125,1.0,335.22027587890625,434.5293884277344,335.22027587890625,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.4066368117243,15.251014148821351]}"
397,10.170350074768066,1.0,395.4508056640625,630.3846435546875,395.4508056640625,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.73978389184076,16.03740273428872]}"
398,4.248859882354736,1.0,204.4076385498047,378.8778991699219,204.4076385498047,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.32980787545729,12.942605885685284]}"
399,4.003007411956787,1.0,217.1200714111328,506.8330383300781,217.1200714111328,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.60554061877157,16.412341756763894]}"
400,2.474402666091919,1.0,210.7052001953125,781.1144409179688,210.7052001953125,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.7775736661871,16.663061597810902]}"
401,4.008599281311035,1.0,361.8778381347656,516.202392578125,361.8778381347656,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39406943439165,16.41961937211178]}"
402,3.8738152980804443,1.0,317.94183349609375,506.3291015625,317.94183349609375,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.37970010549927,15.172325730368874]}"
403,2.8853771686553955,1.0,399.9311828613281,784.0197143554688,399.9311828613281,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.0001879230224,16.46907135629575]}"
404,4.148074150085449,1.0,512.2518310546875,844.6728515625,512.2518310546875,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.94413554597396,16.666809989445262]}"
405,3.588252544403076,1.0,343.41015625,707.9942626953125,343.41015625,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.93419605934395,16.515988273480552]}"
406,10.3030424118042,1.0,395.73553466796875,741.5384521484375,395.73553466796875,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.72077596076397,15.260334340299796]}"
407,21.131511688232422,3.0,378.5853576660156,608.1179809570312,126.19512176513672,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.82327726760238,15.129257691838173]}"
408,21.238920211791992,3.0,347.8323059082031,551.2100830078125,115.94409942626953,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.83861433391176,15.090184758401978]}"
409,5.307681083679199,3.0,506.5975341796875,706.9585571289062,168.8658447265625,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.35650129342793,13.54362541189075]}"
410,4.773530006408691,1.0,298.30902099609375,454.1446228027344,298.30902099609375,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.85430845469156,15.897398535274453]}"
411,3.593660831451416,1.0,419.8706359863281,673.1343383789062,419.8706359863281,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.82725914243987,17.369510986263702]}"
412,5.0267863273620605,1.0,389.2200927734375,589.8801879882812,389.2200927734375,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.77019220861061,16.631109253158414]}"
413,5.299289703369141,1.0,386.96295166015625,537.4507446289062,386.96295166015625,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.53421294051869,16.502517156635744]}"
414,5.795309066772461,1.0,301.5408020019531,502.0230407714844,301.5408020019531,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.28872380828629,16.796683620952543]}"
415,6.295549392700195,1.0,356.90924072265625,670.7265625,356.90924072265625,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.4158297954413,13.04636226284791]}"
416,3.0414955615997314,1.0,299.37493896484375,544.12158203125,299.37493896484375,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.25519532791253,12.991347903969153]}"
417,3.256232500076294,1.0,241.6501007080078,638.19873046875,241.6501007080078,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.92702510054792,16.65333944076482]}"
418,3.3562827110290527,1.0,344.5205993652344,617.1456298828125,344.5205993652344,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.82518103551213,15.926979218102199]}"
419,4.972414016723633,1.0,331.8069152832031,682.7945556640625,331.8069152832031,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.41755911025516,13.118397441519175]}"
420,3.0265257358551025,1.0,299.2516174316406,508.3333435058594,299.2516174316406,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.86119521500876,15.876393439760472]}"
421,13.757081985473633,1.0,523.0911254882812,757.8623046875,523.0911254882812,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.94332568748914,16.498349006416486]}"
422,3.211515188217163,1.0,404.52923583984375,677.7662963867188,404.52923583984375,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.71141216859716,16.0674876860252]}"
423,3.426776170730591,3.0,258.7794494628906,560.8720703125,86.25981140136719,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.62849652300912,15.25572428923529]}"
424,3.378753185272217,1.0,504.9689025878906,789.8270874023438,504.9689025878906,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.91251166847408,16.478875870019152]}"
425,2.755826950073242,3.0,329.1445007324219,568.1373291015625,109.71483612060547,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.28253773212064,13.520539496595434]}"
426,3.0293219089508057,1.0,277.5552062988281,657.710693359375,277.5552062988281,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.0436593903605,13.224291473578717]}"
427,3.7081151008605957,1.0,338.35003662109375,713.2216186523438,338.35003662109375,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.42261747662057,16.55468285623421]}"
428,10.346748352050781,1.0,498.58209228515625,740.5286254882812,498.58209228515625,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.93610667229746,16.5725051289398]}"
429,3.1740264892578125,3.0,254.87216186523438,449.11370849609375,84.95738220214844,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.31032975939313,13.536008829062883]}"
430,4.777787685394287,3.0,285.9409484863281,457.3626403808594,95.31365203857422,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.2140151557706,13.43507163513132]}"
431,2.9366302490234375,1.0,230.28330993652344,706.9219360351562,230.28330993652344,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.60541038392446,16.228656592205116]}"
432,7.09280252456665,1.0,249.69969177246094,692.8438720703125,249.69969177246094,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.8627799036321,16.329993273435154]}"
433,3.6205804347991943,1.0,450.05584716796875,781.27490234375,450.05584716796875,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.77346861125706,16.629967987351616]}"
434,3.140007495880127,1.0,282.38848876953125,564.4274291992188,282.38848876953125,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.91395990417939,16.02188060326041]}"
435,5.867053508758545,1.0,326.1330261230469,439.6903076171875,326.1330261230469,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.21209895631222,13.09667662758162]}"
436,4.1801066398620605,1.0,270.93927001953125,740.5650634765625,270.93927001953125,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.75320206042493,16.28663651813976]}"
437,16.90254020690918,1.0,469.0389099121094,670.8324584960938,469.0389099121094,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.72279218778564,16.05930529707873]}"
438,6.053585529327393,1.0,223.75546264648438,606.1393432617188,223.75546264648438,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.38132107365844,15.857193178049059]}"
439,3.1288511753082275,1.0,317.64959716796875,774.8114013671875,317.64959716796875,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.82092858453353,16.289955983573805]}"
440,8.124776840209961,1.0,442.15838623046875,642.6851806640625,442.15838623046875,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.82153180784981,16.29664103076557]}"
441,2.52349591255188,1.0,228.94268798828125,591.0761108398438,228.94268798828125,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.94699323696241,16.171366054284668]}"
442,9.087806701660156,3.0,225.9186248779297,732.6466674804688,75.30620574951172,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.61909802965793,15.347028222106804]}"
443,6.260220527648926,1.0,325.2817687988281,484.3295593261719,325.2817687988281,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.30457632253464,16.94112257312678]}"
444,6.100589752197266,1.0,320.93096923828125,470.5372619628906,320.93096923828125,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.50077469910381,15.113392722099887]}"
445,6.338594913482666,1.0,510.74578857421875,713.1047973632812,510.74578857421875,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.51672843464037,16.18015688786509]}"
446,7.989687919616699,3.0,370.3523254394531,480.09368896484375,123.45077514648438,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.05734189983322,16.93049920739426]}"
447,3.9883930683135986,1.0,271.34716796875,513.466552734375,271.34716796875,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.8268480604814,16.311646273753716]}"
448,4.189605712890625,1.0,300.951904296875,479.4400634765625,300.951904296875,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.46387949134702,15.122078495981611]}"
449,17.845701217651367,1.0,332.4752502441406,746.8007202148438,332.4752502441406,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.72212849539453,15.260323366195857]}"
450,12.110147476196289,1.0,408.6231689453125,568.0123291015625,408.6231689453125,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.27849975325897,15.18632433309968]}"
451,4.241634368896484,1.0,330.85223388671875,614.2042846679688,330.85223388671875,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.7921644837586,16.11340754162806]}"
452,4.200046539306641,1.0,281.6129455566406,521.2484741210938,281.6129455566406,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.92464700760749,16.08651021034303]}"
453,4.350822925567627,1.0,256.83770751953125,747.1185302734375,256.83770751953125,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.90711548696869,16.632932597362114]}"
454,5.985264778137207,1.0,368.30267333984375,517.5829467773438,368.30267333984375,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.08830728054359,13.378130404091642]}"
455,5.147929668426514,1.0,337.2959289550781,624.687255859375,337.2959289550781,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.2621683359104,16.31885045233738]}"
456,2.950147867202759,1.0,357.50811767578125,610.7328491210938,357.50811767578125,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.94930399227965,16.550651246002463]}"
457,7.332910060882568,1.0,478.506591796875,769.3574829101562,478.506591796875,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.49339247537092,16.249172579274905]}"
458,7.009316921234131,3.0,426.1793518066406,614.7084350585938,142.05978393554688,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.19711415277295,13.388906555444622]}"
459,5.8304762840271,1.0,324.19219970703125,616.580322265625,324.19219970703125,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.92005938028525,16.467380370810947]}"
460,2.314713954925537,1.0,306.3017578125,703.43505859375,306.3017578125,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.67631910389926,16.1497763591737]}"
461,3.6314830780029297,1.0,223.2787322998047,501.35101318359375,223.2787322998047,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.78991544638829,16.23697766362515]}"
462,21.944198608398438,1.0,348.4375915527344,499.27557373046875,348.4375915527344,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.28288944878895,15.819403653433133]}"
463,21.69053840637207,1.0,278.9442138671875,661.4639282226562,278.9442138671875,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.80928068460841,16.30065241344884]}"
464,10.045684814453125,3.0,355.9234619140625,616.9739990234375,118.64115142822266,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.91740135538325,13.211493317891644]}"
465,5.989447116851807,1.0,310.6159973144531,627.9600830078125,310.6159973144531,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.65961836573021,16.207281012309075]}"
466,3.9382827281951904,1.0,424.305419921875,660.2086181640625,424.305419921875,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.89177493519084,16.246086891743502]}"
467,10.372136116027832,1.0,268.71759033203125,653.2868041992188,268.71759033203125,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.52346018900084,15.750549244993861]}"
468,3.0950517654418945,1.0,372.63800048828125,668.9048461914062,372.63800048828125,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.71174810360617,16.14782759004987]}"
469,3.016502618789673,1.0,226.4550323486328,454.3529968261719,226.4550323486328,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.96194685398407,13.04013205579015]}"
470,3.132852077484131,1.0,311.24273681640625,620.8201904296875,311.24273681640625,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.79396537928272,16.297441231771675]}"
471,5.350647449493408,3.0,392.10101318359375,667.1049194335938,130.70034790039062,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.61033386538648,15.1270581917123]}"
472,3.1549289226531982,1.0,220.0401153564453,430.8393859863281,220.0401153564453,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.28755003105547,13.194973792135777]}"
473,4.90695333480835,1.0,261.594970703125,600.3509521484375,261.594970703125,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.24764449681524,13.038056458042576]}"
474,4.242901802062988,1.0,290.59588623046875,491.3483581542969,290.59588623046875,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.85357596155671,15.906897988438882]}"
475,3.4248878955841064,1.0,220.2682647705078,554.1878662109375,220.2682647705078,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.60578416767851,16.40788185894494]}"
476,21.293188095092773,1.0,344.8480529785156,611.6505126953125,344.8480529785156,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.7931065741004,16.588035774489335]}"
477,4.3640360832214355,1.0,383.8113098144531,638.391845703125,383.8113098144531,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.51190610587992,16.10124977012985]}"
478,3.7459208965301514,1.0,440.6764831542969,811.8682861328125,440.6764831542969,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.90008942023918,16.613511177874578]}"
479,5.780636787414551,1.0,239.96966552734375,458.8235168457031,239.96966552734375,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.22017714086326,12.941901714327726]}"
480,4.409914970397949,1.0,213.1377716064453,424.3697509765625,213.1377716064453,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.28107117443166,13.199488975397127]}"
481,2.9361119270324707,1.0,423.5429382324219,751.5884399414062,423.5429382324219,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.54585300620096,16.126422893245657]}"
482,3.323662281036377,1.0,272.3160705566406,547.5603637695312,272.3160705566406,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.92435926939243,13.066778667484796]}"
483,5.501134872436523,1.0,277.0105895996094,671.8309936523438,277.0105895996094,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.89760762494282,16.61158601727811]}"
484,18.05158233642578,1.0,310.9210205078125,615.76904296875,310.9210205078125,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.66133120113408,15.385329393904252]}"
485,7.162158966064453,1.0,331.18927001953125,528.2485961914062,331.18927001953125,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.96586811882804,16.010753735940156]}"
486,3.8596508502960205,1.0,233.13307189941406,353.4405822753906,233.13307189941406,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.4067013411036,15.241772723292671]}"
487,3.916688919067383,1.0,556.7752685546875,712.0689697265625,556.7752685546875,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.51058660739787,16.24962727757839]}"
488,16.17200469970703,3.0,468.681640625,737.1517944335938,156.2272186279297,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.13200183187595,15.044210910290301]}"
489,4.66905403137207,3.0,324.99505615234375,547.9284057617188,108.3316879272461,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.05858243824122,15.226828162144505]}"
490,4.886817455291748,1.0,290.56793212890625,607.9967041015625,290.56793212890625,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.28216696025567,12.924842803069277]}"
491,3.9161570072174072,3.0,239.34133911132812,710.6267700195312,79.78044128417969,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.8150368874018,16.624040522866913]}"
492,4.00321102142334,1.0,416.95111083984375,560.9850463867188,416.95111083984375,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.29865380969423,12.975068096535225]}"
493,5.2525105476379395,1.0,347.4084777832031,552.9715576171875,347.4084777832031,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.65022369495875,15.838761517191696]}"
494,2.4305567741394043,1.0,241.9134063720703,403.3758239746094,241.9134063720703,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.41752074869335,15.348697189643206]}"
495,7.0147786140441895,3.0,321.1007995605469,656.2769165039062,107.03359985351562,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.23274711164865,15.944034651148408]}"
496,3.3093483448028564,1.0,289.8049621582031,713.4223022460938,289.8049621582031,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.54069087270763,16.174150749041345]}"
497,3.684427261352539,1.0,510.13165283203125,710.6727294921875,510.13165283203125,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.75328209145742,16.358744849512163]}"
498,2.730806350708008,3.0,237.6764373779297,518.5554809570312,79.22547912597656,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.30395378618842,13.508623009301354]}"
499,3.5168652534484863,3.0,269.46630859375,523.630615234375,89.82209777832031,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.28606508638981,13.550303233075947]}"
500,2.939875602722168,1.0,283.4549865722656,608.124267578125,283.4549865722656,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.99130110208884,13.195300953211154]}"
501,4.008930683135986,1.0,322.61370849609375,654.47265625,322.61370849609375,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.51656191117173,16.19828478778136]}"
502,5.1552910804748535,3.0,376.5365905761719,612.4049682617188,125.51219940185547,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.34284745841282,13.549291955806055]}"
503,6.465194225311279,1.0,291.965576171875,427.61224365234375,291.965576171875,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.64504563692981,16.278280754375903]}"
504,20.555953979492188,3.0,415.785888671875,558.7755737304688,138.5952911376953,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.89994398017674,15.150658475143999]}"
505,2.3193540573120117,1.0,323.04583740234375,739.6719970703125,323.04583740234375,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.51650131606489,16.094805282023785]}"
506,4.773122787475586,1.0,338.9736633300781,613.7315063476562,338.9736633300781,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.90117769576963,16.23010307323694]}"
507,4.246827602386475,1.0,510.4352722167969,833.8529052734375,510.4352722167969,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.05986482738608,16.577886332131136]}"
508,3.0965776443481445,1.0,448.3658447265625,652.9752197265625,448.3658447265625,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.91082274068967,16.24032616173524]}"
509,11.35158634185791,1.0,495.543701171875,723.966552734375,495.543701171875,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.90659421924444,16.606487647449157]}"
510,3.990445852279663,1.0,447.7151184082031,724.302490234375,447.7151184082031,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.00869336599311,13.3412312372124]}"
511,6.314243316650391,1.0,351.8358459472656,555.0636596679688,351.8358459472656,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.48479834328582,15.308471811871682]}"
512,2.9930977821350098,1.0,214.73550415039062,391.0181884765625,214.73550415039062,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.34860009526876,12.962165755140932]}"
513,7.768021583557129,1.0,485.8204040527344,739.3240356445312,485.8204040527344,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.55799834347164,16.282226886665345]}"
514,2.461303949356079,1.0,306.0396728515625,525.9052734375,306.0396728515625,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.33915941043439,15.110442071697761]}"
515,4.762558937072754,1.0,433.5382080078125,641.9034423828125,433.5382080078125,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.54932411461951,16.24771253371688]}"
516,3.063756227493286,1.0,257.41705322265625,473.8231506347656,257.41705322265625,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.28331389240692,12.983645288852]}"
517,12.43009090423584,3.0,316.4076232910156,728.0090942382812,105.46920776367188,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.6697456582388,15.463868782524438]}"
518,2.6870250701904297,1.0,304.0949401855469,557.9782104492188,304.0949401855469,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.28626324796778,13.01265638337026]}"
519,6.488422393798828,1.0,285.9081726074219,504.9736633300781,285.9081726074219,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.32135294532476,15.286052150880924]}"
520,5.1591715812683105,1.0,419.656005859375,539.2384033203125,419.656005859375,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.18301334445427,12.948834998068584]}"
521,7.086988925933838,1.0,333.5877380371094,560.2304077148438,333.5877380371094,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.06318086711897,13.227177593286978]}"
522,5.541635513305664,1.0,433.3741149902344,772.1157836914062,433.3741149902344,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.84375496265783,16.278041134405612]}"
523,16.704471588134766,3.0,451.644775390625,718.7610473632812,150.5482635498047,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.52215115581203,15.157051621245522]}"
524,4.762308120727539,1.0,398.8436279296875,534.5889892578125,398.8436279296875,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.50562253144993,15.29592038275992]}"
525,3.0658695697784424,1.0,241.3709716796875,525.3029174804688,241.3709716796875,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.6095291613952,16.231809149038185]}"
526,5.031328201293945,1.0,327.875,681.5311279296875,327.875,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.25049758078507,13.12870498070917]}"
527,3.0488665103912354,1.0,273.9185485839844,533.5830078125,273.9185485839844,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.91150124620602,16.021067515637064]}"
528,3.951556921005249,1.0,387.4916076660156,698.4417724609375,387.4916076660156,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.50336270247547,16.322151095437402]}"
529,3.610942840576172,1.0,272.990478515625,575.9671630859375,272.990478515625,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.28988226145736,12.93243637713893]}"
530,4.000656604766846,1.0,255.18191528320312,698.26953125,255.18191528320312,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.91945646543692,16.22992471067293]}"
531,7.731740951538086,1.0,375.41583251953125,610.9039916992188,375.41583251953125,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.95514491152319,16.14032323785091]}"
532,2.7655293941497803,1.0,256.8809814453125,660.4624633789062,256.8809814453125,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.4063636331757,12.99388135559006]}"
533,3.168497085571289,1.0,309.128173828125,600.21728515625,309.128173828125,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.41816589660372,16.321513280518534]}"
534,8.520750045776367,3.0,264.4740295410156,664.8019409179688,88.15800476074219,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.79489878665485,15.095621218881192]}"
