magnitude,yod,coordinate,row,col,anthrome,prec_2001,prec_2002,prec_2003,prec_2004,prec_2005,prec_2006,prec_2007,prec_2008,prec_2009,prec_2010,prec_2011,prec_2012,prec_2013,pop_2001,pop_2002,pop_2003,pop_2004,pop_2005,pop_2006,pop_2007,pop_2008,pop_2009,pop_2010,pop_2011,pop_2012,pop_2013,Soil_Grid__bdod_mean,Soil_Grid__cec_mean,Soil_Grid__phh2o_mean,Soil_Grid__soc_mean,tmean_2001,tmean_2002,tmean_2003,tmean_2004,tmean_2005,tmean_2006,tmean_2007,tmean_2008,tmean_2009,tmean_2010,tmean_2011,tmean_2012,tmean_2013,label
327.5976257,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.40247891775769,17.538464568903635]}",7975,30888,25,574,499,599,573,1081,782,655,935,633,916,551,557,817,0.83640039,0.835787773,0.779299617,0.985543251,0.811137557,0.844084978,0.946726441,0.916064203,0.868431926,0.844703019,0.80700171,0.675508618,0.704462647,164,351,73,61,36050,36078,33096,36035,36042,36054,36075,36022,36141,36125,36052,36123,36071,0
467.8826294,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.90920770797926,11.791574814925163]}",8664,30829,25,1403,1168,1199,1545,1533,1427,1685,1359,1298,1259,1586,815,1275,1.748466611,1.751945019,1.617862821,1.784781456,1.672434092,1.720176101,1.816218972,1.641519904,1.550312519,1.552559018,1.524107575,1.05020678,1.296441078,138,267,70,85,35647,35687,32717,35624,35661,35648,35659,35625,35668,35706,35643,35719,35713,0
214.9181671,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.87742708639307,13.594858390470185]}",8448,30825,25,693,633,586,819,1280,630,1066,995,977,1090,805,589,974,1.466502428,1.535975814,1.388834715,1.488050342,1.476197124,1.689293385,1.54827714,1.781042576,1.829866171,1.695829391,1.804446459,1.611660242,1.78172636,145,288,74,80,35825,35838,32917,35791,35829,35824,35821,35761,35829,35866,35776,35877,35879,0
293.2155762,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.67104333901202,13.930016927917919]}",8408,30800,23,544,551,472,716,1092,582,972,872,933,1097,680,556,850,1.606024861,1.498138189,1.514885902,1.750072837,1.67587018,1.597432613,1.777108192,1.477720261,1.539805174,1.388489246,1.388169289,1.137816668,1.48506844,150,226,72,69,35909,35919,33005,35877,35903,35911,35905,35845,35922,35949,35867,35952,35951,0
336.8857117,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.28339034423496,12.551069014980476]}",8573,30754,22,1631,1689,1714,1852,1795,1885,2110,1745,1785,1764,1794,1112,1873,3.464683294,3.243783474,3.493719101,3.331557751,3.487874031,3.613502026,3.617286205,3.846945286,4.005850315,3.620425224,3.479935408,3.132766247,3.119535208,140,269,70,167,35662,35676,32732,35640,35685,35677,35680,35644,35695,35715,35646,35709,35717,0
417.6824646,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.96750033627048,16.67520291589293]}",8078,30596,22,331,354,268,494,809,694,590,520,692,587,525,288,421,2.1529181,2.108406544,3.189185858,2.323381424,2.327254772,2.371002913,2.852506161,3.170004129,2.647579908,2.658071041,3.026241302,1.606407404,1.519676089,150,282,75,68,35908,35949,33020,35917,35897,35884,35922,35875,35940,35951,35882,35915,35904,0
275.8384399,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.42632331447037,17.610139312952896]}",7966,30891,25,655,544,665,631,1166,841,679,998,701,972,599,596,893,5.049468517,5.588341713,5.42681551,3.334669113,5.356776714,5.689819813,3.727030754,5.708621979,6.458581924,5.885029793,7.824129581,6.591422081,9.976178169,161,268,70,55,35962,35986,33011,35946,35954,35966,35985,35934,36052,36040,35965,36036,35982,0
335.6949463,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.5610915094991,17.96322107310168]}",7924,30907,11,724,588,678,644,1115,902,639,975,728,970,628,612,942,1.506681681,1.545307159,1.865421057,1.436425328,1.582683325,1.694030404,1.75022316,1.910119057,2.239837646,2.347956419,2.304574966,2.221942663,2.321829796,163,301,74,54,35985,35992,33018,35968,35981,35992,36017,35961,36088,36078,35993,36064,36007,0
343.3234863,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.2928367527245,16.604013404205443]}",8087,30635,22,296,344,274,457,762,618,540,520,652,559,469,256,405,2.736583471,3.015674114,2.91932559,2.243448019,2.214555979,2.407635689,3.029406071,2.789942741,3.484505177,2.652577162,3.252108335,1.370982289,1.384782076,151,261,76,78,35973,36013,33082,35976,35963,35940,35974,35926,35995,36005,35938,35982,35967,0
357.1374817,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.44793448045446,17.48368331527744]}",7981,30893,25,620,527,608,608,1139,820,704,951,687,963,575,586,875,0.976473093,1.001495242,0.995521903,0.975651264,1.040480971,0.99125421,1.106814861,1.069044113,1.122640014,0.943230033,0.996325493,0.725639999,0.787989199,163,315,73,54,36066,36094,33112,36049,36058,36067,36088,36038,36155,36141,36066,36136,36084,0
281.0645142,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.8082888114418,13.782874925591425]}",8426,30817,23,590,560,500,718,1141,569,960,885,906,1038,694,533,857,1.480731249,1.583630562,1.432782173,2.095596313,1.565473318,1.526028633,1.609352827,1.568973064,1.883408904,1.524857521,1.501526594,1.250748158,1.418977857,146,245,73,129,35899,35908,32987,35861,35894,35896,35890,35831,35903,35937,35851,35945,35944,1
316.4547424,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.82071308915849,13.609453077074775]}",8446,30818,25,755,706,656,929,1392,720,1176,1101,1115,1249,897,662,1116,1.276732206,1.315998316,1.333107352,1.38784802,1.447149038,1.431756258,1.601575375,1.38229537,1.242369056,1.145397902,1.225444317,1.020341158,1.090981007,144,298,72,65,35810,35824,32904,35778,35817,35813,35811,35747,35818,35854,35763,35860,35864,0
382.1878662,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.43958177614539,17.541426129579158]}",7975,30892,25,627,558,649,635,1196,876,747,1029,700,1035,619,629,923,1.328151226,1.297448516,1.276094079,1.14148438,1.287193894,1.273504615,1.314904928,1.465499401,1.641950369,1.165235162,1.429618001,1.018979311,1.435078502,162,320,71,66,36043,36069,33091,36026,36035,36045,36068,36014,36132,36117,36043,36116,36061,0
342.8144836,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.93446575697082,15.097327050910836]}",8268,30832,11,451,498,370,503,912,445,780,706,714,768,448,426,525,2.233511448,2.707868099,2.519429922,2.74063015,2.840699673,2.854711056,2.912023544,2.735015631,5.741587639,3.000850677,5.790494442,2.334835291,2.582162142,152,223,72,80,36090,36101,33165,36052,36046,36079,36066,36030,36105,36114,36078,36127,36110,0
318.6393738,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.09717149950862,14.178645226566394]}",8378,30851,25,640,604,420,771,1218,561,1048,976,1015,1087,683,541,889,1.500534654,1.48690486,1.807570934,1.587011456,1.698253512,1.866395354,1.549904585,2.113014221,1.873489022,1.914559484,1.851821899,2.114035606,1.691539764,145,193,69,70,35891,35904,32986,35849,35878,35888,35887,35830,35903,35930,35865,35945,35935,0
441.0499268,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.50617476828991,17.819761603451333]}",7941,30900,25,691,591,688,659,1180,917,705,1033,725,1047,654,646,963,1.904184818,1.8767097,2.275717735,2.047275543,1.979226589,2.033052444,2.039037228,2.191557884,2.572760582,3.203122139,3.102771282,3.372939587,3.287230015,159,236,74,49,35950,35965,32992,35935,35946,35957,35982,35926,36049,36038,35957,36026,35974,0
257.2727051,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.17465558105219,13.292681653847918]}",8484,30980,25,1053,776,632,1082,1581,609,1157,1174,968,960,1098,692,1007,1.930053115,2.035721302,2.256172419,1.998865247,2.519922256,2.354974031,2.179605246,2.126851559,2.193265438,2.052508354,1.95249629,1.289538741,1.66028285,143,208,71,56,35723,35743,32807,35684,35747,35711,35711,35683,35738,35768,35684,35795,35783,0
307.2786865,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.79448451826303,13.648539215537387]}",8442,30815,25,689,660,606,862,1288,677,1118,1026,1045,1186,841,623,1031,1.371326923,1.288669229,1.238870025,1.278948188,1.331420064,1.247373819,1.379193068,1.692740321,1.588914871,1.455403924,1.426676035,1.173621178,1.325192213,148,333,73,64,35837,35848,32930,35802,35840,35837,35836,35772,35843,35879,35788,35884,35887,0
331.8521729,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.29740069584909,17.159290681850973]}",8020,30875,25,576,484,573,572,1111,731,697,884,659,849,500,496,764,11.73066998,11.38109303,11.0796833,10.80450058,13.86717987,14.5327549,8.846832275,11.91740322,10.8088007,15.52478409,15.47387695,27.36964798,22.07789993,164,291,74,59,36112,36153,33167,36103,36099,36111,36124,36082,36192,36171,36113,36184,36123,0
304.8485718,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.47932857818982,17.506808913699984]}",7979,30897,32,746,641,709,739,1355,1009,868,1126,839,1184,702,720,1081,0.733175576,0.798122048,0.738219082,0.963550091,0.794998884,0.769338429,0.981956363,0.871379077,0.805434644,0.724781275,0.813065886,0.631871462,0.592021227,161,278,69,74,36001,36024,33048,35984,35992,36002,36021,35972,36090,36073,36001,36072,36019,0
256.0535278,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.71592321648411,16.081074406728114]}",8150,30685,23,340,375,350,449,785,548,612,604,685,603,457,285,427,1.075324416,1.148283005,1.22563231,1.272859097,1.284057736,1.300104737,1.444216847,1.339843512,1.349924326,1.264736176,1.255133033,1.015244961,1.053564787,152,284,75,75,35966,36005,33076,35967,35954,35944,35957,35906,35976,35995,35935,35982,35970,0
595.7445679,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.8095839623757,16.56227334460064]}",8092,30577,22,380,401,296,556,902,806,695,577,783,652,598,338,488,6.206111908,6.999931335,7.176142216,7.45683527,7.673192978,7.539049625,6.109735966,8.588468552,10.73111629,9.505375862,8.847118378,7.597993374,11.58667183,149,277,76,81,35861,35901,32975,35875,35856,35845,35881,35835,35899,35914,35844,35871,35863,1
315.0863953,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.50888624844549,17.440020882700736]}",7987,30901,25,805,674,776,782,1461,1066,928,1224,896,1243,737,760,1143,0.47303167,0.49342519,0.505607247,0.540335655,0.62051779,0.493933618,0.491104782,0.484513432,0.498071551,0.4138062,0.381023318,0.376051933,0.349519312,153,229,69,87,35958,35986,33011,35939,35948,35959,35979,35931,36045,36030,35959,36032,35976,0
363.1472778,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.90087384722473,13.604048413689485]}",8447,30828,25,703,634,582,825,1285,628,1071,1003,983,1087,808,590,983,1.834896445,1.8391366,1.879352093,1.750564575,1.591923356,1.719620705,2.215450287,2.731668472,2.433896542,2.781590939,2.577558279,3.042673349,2.602135897,145,247,72,64,35829,35843,32920,35792,35836,35826,35826,35763,35833,35870,35781,35879,35882,0
281.6311951,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.48535939950489,17.48856258745293]}",7981,30898,32,765,647,722,751,1387,1024,887,1144,858,1201,712,731,1094,0.798469126,0.777023613,0.79744029,0.872030616,0.844834685,0.842690766,0.971832335,0.947289348,0.913026094,0.994135141,0.769593477,0.542922795,0.470986366,158,305,70,72,36027,36052,33073,36009,36016,36026,36045,35997,36115,36097,36026,36097,36044,0
438.8323975,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.96923345987287,15.16355766424628]}",8260,30836,11,465,519,380,524,930,474,828,733,737,792,472,441,550,3.934585333,4.425688744,4.072066784,5.997821331,4.611178875,5.138537407,5.795108795,5.013837814,4.927467346,3.772044659,5.766935349,3.05567503,3.238336563,151,194,72,88,36102,36116,33172,36064,36061,36093,36081,36047,36122,36126,36096,36144,36122,0
535.1719971,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.96750444107279,15.070027344043348]}",8271,30836,22,460,506,375,510,925,450,798,714,721,777,460,432,533,1.509841919,1.358347774,1.655169964,2.020028353,2.138955593,1.833317161,2.20016861,1.847466469,1.914833426,1.775460839,2.091234446,1.249487877,1.326904297,152,261,71,62,36094,36107,33166,36055,36053,36084,36072,36036,36112,36116,36084,36134,36114,0
237.3796692,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.49057161086598,17.487557386779557]}",7981,30898,32,765,647,722,751,1387,1024,887,1144,858,1201,712,731,1094,0.776642799,0.745195389,0.751756608,0.871763945,0.744441628,0.781092167,0.913085938,0.824190617,0.821442246,0.812183022,0.622153759,0.469418287,0.430547893,156,285,70,74,36027,36052,33073,36009,36016,36026,36045,35997,36115,36097,36026,36097,36044,0
406.6907654,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.13662499071124,13.753105248075505]}",8429,30856,25,738,648,524,860,1340,603,1097,1063,1035,1100,804,573,1018,1.655611634,1.61991477,1.558166146,1.851857543,1.539877295,2.045867443,2.009847164,1.78019774,1.698048353,1.616442204,1.521036148,1.623488903,1.976299644,144,298,71,83,35828,35844,32920,35789,35832,35824,35827,35764,35834,35872,35786,35887,35881,0
226.6782837,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.49134072388472,17.494195790786012]}",7980,30898,32,774,659,735,761,1400,1035,893,1157,865,1215,722,741,1107,0.706940174,0.700690866,0.699840307,0.85897702,0.682445824,0.705744982,0.848352909,0.729516566,0.712531328,0.679704785,0.57058996,0.45425421,0.45511812,155,246,69,70,35993,36020,33042,35976,35985,35996,36015,35964,36081,36067,35998,36066,36014,0
342.9332886,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.49422282893059,18.087933182545246]}",7909,30899,25,655,580,648,614,1071,888,637,943,678,982,638,607,922,1.257028103,1.316088557,1.359226108,1.430232286,1.301455617,1.464040756,1.588546515,1.695911407,1.697473884,1.409146309,1.743106604,1.283700585,1.656686783,164,330,74,54,36006,36009,33035,35990,36004,36010,36037,35981,36109,36100,36010,36083,36024,0
420.6136169,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.50781320434278,18.07086104267625]}",7911,30900,25,661,582,646,618,1073,892,641,944,680,985,637,609,927,1.264889956,1.214122295,1.289093733,1.488850355,1.281201005,1.317411065,1.393615484,1.27434516,1.200103283,1.10288322,1.139959693,1.016193628,1.083755732,165,337,75,52,36008,36009,33038,35994,36007,36015,36043,35984,36111,36103,36018,36087,36029,0
235.4289856,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.93488194109318,15.26369813400483]}",8248,30832,22,501,546,421,561,1011,506,882,766,797,829,483,465,596,1.17813015,1.334427595,1.215075374,1.238588691,1.25440836,1.3112216,1.393412352,1.38511467,1.407690287,1.651002884,1.674304008,1.260361433,1.043371797,153,241,73,75,36107,36122,33177,36075,36066,36098,36084,36055,36125,36132,36101,36147,36125,0
397.3898315,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.41753525040144,17.577395423989476]}",7970,30890,25,620,561,669,638,1213,883,742,1042,689,1071,635,641,922,1.523166418,1.653474569,1.635720015,1.620411396,1.668665648,1.730686665,1.889942646,1.592437863,1.408808231,1.503249168,1.33849895,1.362228632,1.117873192,162,242,69,69,35992,36017,33040,35977,35984,35995,36019,35962,36081,36067,35994,36065,36010,0
305.68396,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.83268799713562,13.608267032285124]}",8446,30819,25,784,739,672,958,1439,744,1222,1147,1153,1294,932,686,1147,1.034390211,1.030646682,1.050809026,1.181134462,1.093769789,1.091245651,1.215210438,1.061950564,0.948560119,0.973782778,0.907501698,0.66599232,0.792552233,143,284,72,74,35793,35804,32887,35759,35797,35792,35790,35728,35797,35834,35744,35839,35845,0
471.3129578,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.83135831619549,13.776023733450273]}",8426,30819,12,604,563,501,733,1148,574,966,898,921,1047,701,537,880,3.795353413,3.524980783,3.525548458,3.108430147,4.101872921,3.938023567,3.098405361,3.306270599,3.133852959,3.069512367,3.443375587,3.366224766,3.868349791,149,307,74,61,35896,35904,32988,35856,35893,35894,35889,35830,35901,35936,35851,35942,35942,0
366.7021484,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.98797381456187,15.107257055693763]}",8267,30838,25,470,515,383,522,939,462,819,725,739,790,472,439,547,1.468195081,1.896673203,1.678218603,2.104036093,2.27361083,2.068226099,2.035346985,1.863856077,2.048442125,1.841371536,1.977199912,1.380571723,1.600289822,151,284,72,100,36105,36115,33176,36065,36062,36095,36081,36048,36121,36127,36097,36144,36123,0
494.5234375,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.45754436026907,17.465042389726783]}",7984,30894,25,655,550,636,643,1185,865,747,994,732,1005,596,611,929,0.777208507,0.837071776,0.881490231,0.928245783,0.934952736,0.9101156,0.982634306,0.895435631,0.946188033,0.809481502,0.808576465,0.612615526,0.707266331,163,342,73,64,36062,36090,33107,36044,36052,36064,36080,36031,36149,36131,36064,36133,36079,0
529.7935181,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.69721289678318,12.134932659578958]}",8623,30803,22,1391,1307,1317,1541,1502,1459,1716,1420,1340,1269,1457,768,1320,7.0259161,6.96724987,5.814940453,6.997559071,6.376388073,6.413429737,6.772239208,6.367066383,5.441678047,4.312287331,5.04480505,3.725978851,4.611923695,142,290,68,87,35767,35797,32829,35744,35789,35777,35782,35747,35793,35825,35755,35833,35829,0
334.9511108,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.51210714780639,15.709678427278783]}",8194,30661,25,347,419,352,464,833,591,720,639,755,699,541,383,489,2.010601759,1.947904825,1.884521008,1.910384893,1.726093888,2.140597105,2.188264132,2.382895708,2.142734051,2.2267766,2.247401476,2.517466307,2.196419001,150,364,77,64,35919,35952,33038,35922,35911,35907,35909,35865,35934,35953,35893,35932,35927,0
322.1074524,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.48722631294424,17.486557292533114]}",7981,30898,32,765,647,722,751,1387,1024,887,1144,858,1201,712,731,1094,0.798469126,0.777023613,0.79744029,0.872030616,0.844834685,0.842690766,0.971832335,0.947289348,0.913026094,0.994135141,0.769593477,0.542922795,0.470986366,158,305,70,72,36027,36052,33073,36009,36016,36026,36045,35997,36115,36097,36026,36097,36044,0
349.3189392,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.51692525642129,17.483073173868192]}",7982,30902,32,814,677,794,782,1462,1062,905,1232,889,1235,743,758,1129,0.684227586,0.645434856,0.643545508,0.697701454,0.641270161,0.684135079,0.774447501,0.698215365,0.729645967,0.700843334,0.605707824,0.540476501,0.563052773,152,267,68,63,35939,35962,32989,35919,35924,35940,35956,35908,36022,36011,35938,36008,35955,0
352.4297791,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.47158088580386,17.85417777910536]}",7937,30896,25,696,605,687,669,1194,934,721,1038,738,1077,673,660,990,3.061006069,2.643199921,3.266634703,3.558792114,4.109492779,3.450643301,3.925679684,4.928800106,4.660652637,5.690668583,5.153527737,6.829159737,5.61495018,160,274,74,76,35944,35957,32987,35930,35943,35949,35976,35918,36041,36030,35951,36020,35965,0
227.0613708,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.41037550601675,16.704675070308742]}",8075,30889,25,526,498,552,540,1090,691,776,865,636,772,455,467,684,2.941642284,2.740483999,2.929629803,1.900695562,2.913826466,2.777345181,2.062844276,3.006402254,3.074043036,3.792458057,3.606665611,3.192830563,3.281879425,157,304,77,56,36149,36186,33191,36130,36119,36135,36135,36115,36213,36186,36154,36213,36146,0
235.7243195,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.4090814625477,17.546301936564998]}",7974,30889,25,573,505,600,578,1090,790,665,938,637,934,559,565,830,2.772557735,2.624496222,2.605622768,1.60056603,2.593410969,2.398503065,1.733437777,2.570042133,3.124930859,3.300615072,3.127393484,3.026052237,3.038871765,163,328,72,60,36049,36075,33095,36034,36042,36052,36073,36020,36141,36124,36052,36123,36069,0
339.3167419,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.92072326004828,15.250384307154302]}",8249,30830,22,487,522,407,541,981,489,852,738,774,800,466,449,580,1.389282227,1.62352407,1.56825006,1.77278161,1.559014559,1.576497197,1.740936518,1.832574368,1.451820493,1.656036258,1.593691111,1.429428101,1.309249878,151,201,72,64,36107,36122,33180,36072,36063,36097,36083,36049,36124,36130,36101,36146,36124,0
235.5588379,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.39886881692524,17.607140749072574]}",7967,30887,25,712,611,736,703,1316,945,778,1125,773,1111,679,674,994,1.185627103,1.304873228,1.317110538,1.393079996,1.227932215,1.317054033,1.44692874,1.224617958,1.413551092,1.187396526,1.569105744,0.919193268,0.931869268,161,258,69,83,35947,35970,33000,35931,35940,35950,35972,35918,36036,36022,35949,36019,35967,0
338.8201294,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.44129859368755,17.483344636095055]}",7981,30892,25,607,511,599,591,1108,797,683,930,667,931,558,567,849,1.064751744,1.102150798,1.13907814,1.475436449,1.239495277,1.043877244,1.134386778,1.111853838,1.230527878,1.068795204,1.040125608,0.79319495,0.876237154,163,331,73,54,36069,36095,33115,36052,36060,36070,36088,36038,36157,36141,36070,36141,36085,0
267.7834473,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.99584045087397,12.239197612456069]}",8611,30839,25,1139,979,1016,1264,1361,1049,1348,1201,1052,1035,1223,639,1092,1.452537775,1.33886373,1.251868844,1.277709246,1.30289042,1.149143457,1.41869092,1.897449493,2.173838854,2.155743122,2.605827332,2.573312044,2.532210827,139,273,68,130,35822,35864,32884,35796,35845,35827,35832,35790,35834,35878,35801,35891,35894,0
326.1400146,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.458178815513,17.390870227208868]}",7993,30894,25,644,547,651,638,1211,862,747,1034,719,994,590,602,911,1.302783489,1.460646749,1.494434595,1.61227119,1.3855896,1.615579009,1.426222563,1.486540556,1.374784827,1.179219961,1.765488982,2.048803568,2.428515673,165,339,72,51,36056,36086,33104,36040,36046,36055,36074,36027,36141,36124,36056,36128,36072,0
374.1223145,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.95686266152961,15.096117680158859]}",8268,30834,11,459,505,375,511,921,450,795,714,727,779,457,431,535,3.53898716,3.604471207,3.825700998,3.042906761,3.807784319,3.362114668,3.076785088,3.946253061,3.90049696,3.947345734,3.917379856,4.500593185,4.917316914,152,235,72,90,36094,36107,33166,36055,36051,36083,36070,36035,36110,36116,36083,36132,36114,0
346.6159668,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.44914501399289,17.486975694654944]}",7981,30893,25,620,527,608,608,1139,820,704,951,687,963,575,586,875,1.121095538,1.166352868,1.248677015,1.417657614,1.080194354,1.065302134,1.160352945,1.110594869,1.29499495,1.030858517,1.011431336,0.768172503,0.812439799,162,320,73,124,36066,36094,33112,36049,36058,36067,36088,36038,36155,36141,36066,36136,36084,0
294.3473511,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.46977951796853,17.41687486003149]}",7989,30896,25,671,567,664,659,1239,898,782,1054,754,1043,620,635,956,0.996864617,0.972629428,1.074970484,1.036128044,1.17331624,1.089061856,1.253367186,1.25358963,1.313033462,1.596696377,1.149652719,1.620861053,1.119682074,164,351,72,57,36052,36079,33097,36032,36040,36050,36067,36019,36137,36121,36052,36122,36067,0
608.1757813,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.92497714446522,15.106286644642639]}",8267,30831,11,450,498,371,503,910,444,778,706,715,766,447,425,524,4.033497334,6.043747902,4.98183918,7.627959251,5.453550816,5.39811039,5.203588486,5.51611805,7.928657532,5.717431545,8.216788292,3.077174664,3.649113894,152,215,71,59,36089,36098,33163,36051,36045,36080,36064,36029,36104,36113,36078,36126,36107,0
230.0811768,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.84593115803777,13.635804252981695]}",8443,30821,32,714,676,600,858,1323,667,1114,1047,1041,1171,838,624,1023,1.180216432,1.011182308,0.989145994,1.056276679,0.975999892,0.990629077,1.055859327,1.004810572,0.893539846,0.950763583,0.907280266,0.641210854,0.805114269,144,262,72,73,35827,35840,32920,35792,35832,35827,35825,35763,35831,35871,35780,35877,35879,0
223.0724792,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.97818484279709,15.124915455690246]}",8264,30837,25,462,512,378,521,930,463,820,719,733,784,467,437,547,2.304364443,2.532137394,2.257805824,3.259005547,2.874751091,2.699462414,2.297544718,2.837981224,2.898812294,2.69761467,3.139028072,2.637978792,2.769132614,152,222,72,95,36109,36120,33181,36072,36064,36098,36085,36050,36127,36133,36098,36149,36128,0
461.9083252,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.50383232395305,18.09315850870169]}",7908,30900,25,664,592,654,623,1082,906,652,960,686,1005,652,619,943,1.108392358,1.165505886,1.155551314,1.386417508,1.169413328,1.140163183,1.337033153,1.183136463,1.131612301,2.003480196,2.595581532,2.1582973,2.378036499,165,333,73,51,36000,36002,33031,35988,36002,36005,36035,35978,36107,36097,36010,36082,36021,0
365.6985779,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.49823438315431,17.519233273648666]}",7977,30899,32,816,686,783,789,1460,1064,905,1211,890,1247,754,768,1138,0.657990456,0.640390515,0.651294231,0.849571228,0.665236413,0.713963866,0.814054966,0.689407349,0.67102617,0.723491907,0.611596823,0.420923173,0.459604084,153,246,68,68,35949,35975,33000,35932,35940,35951,35969,35921,36039,36026,35953,36021,35970,0
347.9117432,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.79161209520706,13.544845043838334]}",8454,30815,25,820,783,741,1027,1487,806,1301,1207,1208,1371,1014,723,1222,1.007150292,1.219768286,1.038547635,1.150457382,1.021815419,1.006213784,0.956548631,0.90480417,0.789820313,0.767040789,0.750411808,0.612797201,0.793711126,143,257,71,85,35740,35756,32840,35708,35748,35742,35741,35679,35747,35784,35693,35789,35797,0
330.8111572,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.63207551030564,14.213860001925983]}",8374,30795,31,461,514,394,626,1008,513,883,801,862,1020,572,510,709,2.812129259,2.820284605,3.359837055,1.995494604,2.91603756,2.906724215,2.238781452,3.050459146,2.955719471,2.895892143,3.791081905,3.265000343,3.549043417,148,367,73,70,35926,35933,33025,35890,35908,35924,35916,35857,35936,35959,35887,35960,35960,0
380.5291138,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.54352522194723,15.392392354658112]}",8232,30665,25,469,555,443,616,1119,766,1025,798,1035,1002,734,590,744,1.451984048,1.68940711,1.573769093,1.919858098,1.557385206,1.79727459,1.739743829,1.639212728,1.839599967,1.649810553,1.90239954,1.706692696,1.566269398,143,362,78,64,35823,35853,32951,35825,35816,35819,35816,35770,35839,35858,35797,35840,35840,0
267.5782776,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.44784648599142,17.56641755264268]}",7972,30893,25,714,641,742,725,1371,1004,846,1175,794,1194,710,720,1051,1.465230942,1.482501745,1.566522121,1.591883779,1.56240809,1.533502936,1.619107127,1.616601229,1.599747896,1.758318901,1.630151987,1.929834366,1.971198082,163,339,71,73,35969,35991,33018,35952,35960,35970,35992,35939,36057,36044,35970,36040,35988,0
